,Year,Quarter,LGA,Total number of presumptives,Total examined with Xpert,Total examined with Truenat,Total examined with AFB,Total examined with TB LAMP,Total examined with LF-LAM and others,Screened with X-ray,Truenat positive,Smear positive,TB LAMP positive,LF LAM positive,Chest X-ray suggestive,Other Clinical Diagnosis,Total diagnosed,Rifampicin resistant,HIV positive,HIV unknown,Presumptives that are HCWs,YEAR QUARTER
369,2023,1,Kajuru,4818,546,0,321,0,0,545,0,21,0,0,71,0,270,0,4,0,0,2023 Q1
370,2023,1,Kaura,941,0,0,0,0,0,0,0,0,0,0,0,0,90,0,46,85,0,2023 Q1
371,2023,1,Kauru,7134,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,2023 Q1
372,2023,1,Kubau,1175,3374,0,97,20,71,15,0,20,3,0,0,28,110,0,6,1169,0,2023 Q1
373,2023,1,Kudan,991,3587,0,151,40,28,127,0,52,8,0,48,2,60,0,15,517,0,2023 Q1
374,2023,1,Sanga,908,0,0,0,0,0,0,0,0,0,0,0,0,84,0,6,0,0,2023 Q1
375,2023,1,Markafi,2036,0,0,0,0,0,0,0,0,0,0,0,0,142,0,5,0,0,2023 Q1
376,2023,1,Sabon-Gari,7446,4300,0,377,1,0,12,0,259,1,0,30,0,295,0,2,0,0,2023 Q1
377,2023,1,Kaduna South,5369,4392,0,136,0,0,0,0,147,0,0,19,0,582,0,21,0,0,2023 Q1
378,2023,1,Soba,1399,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1309,0,2023 Q1
379,2023,1,Zango-Kataf,1855,0,0,0,0,0,0,0,0,0,0,0,0,203,0,14,0,0,2023 Q1
380,2023,1,Lere,924,2682,2,109,0,0,62,2,27,0,0,52,0,51,0,0,924,0,2023 Q1
381,2023,1,Kaduna North,9219,2597,122,4,0,0,132,10,8,0,0,42,0,821,3,130,6753,0,2023 Q1
382,2023,1,Giwa,4740,0,0,0,0,0,0,0,0,0,0,0,0,563,0,10,0,0,2023 Q1
383,2023,1,Igabi,2855,0,0,0,0,0,0,0,0,0,0,0,0,254,0,1,0,0,2023 Q1
384,2023,1,Zaria,5668,499,0,57,0,0,8,0,0,0,0,16,0,767,0,9,0,0,2023 Q1
385,2023,1,Jema'a,3641,1567,0,289,2,0,68,0,10,2,0,36,0,339,0,7,0,0,2023 Q1
386,2023,1,Birnin-Gwari,1131,0,0,0,0,0,0,0,0,0,0,0,0,124,0,2,1021,0,2023 Q1
387,2023,1,Jaba,1089,0,0,0,0,0,0,0,0,0,0,0,0,93,0,2,0,0,2023 Q1
388,2023,1,Kachia,3779,649,0,228,92,0,120,0,32,2,0,10,0,497,0,29,0,0,2023 Q1
389,2023,1,Ikara,692,707,0,383,0,0,150,0,41,0,0,11,0,58,1,9,0,0,2023 Q1
390,2023,1,Chikun,3603,0,0,0,0,0,0,0,0,0,0,0,0,343,0,9,3594,0,2023 Q1
391,2023,2,Lere,1123,0,0,0,0,0,0,0,0,0,0,0,0,61,1,1,0,0,2023 Q2
392,2023,2,Chikun,3991,2898,0,595,10,0,138,0,68,1,0,36,0,495,0,12,3979,0,2023 Q2
393,2023,2,Markafi,2287,1986,0,560,85,0,419,0,44,11,0,45,0,174,2,7,0,0,2023 Q2
394,2023,2,Birnin-Gwari,1412,0,0,0,0,0,0,0,0,0,0,0,0,140,0,3,1409,0,2023 Q2
395,2023,2,Sanga,511,0,0,0,0,0,0,0,0,0,0,0,0,48,0,5,0,0,2023 Q2
396,2023,2,Soba,1067,1488,0,2093,0,0,198,0,239,0,0,0,29,94,0,0,398,0,2023 Q2
397,2023,2,Zango-Kataf,1889,1326,0,1987,0,0,115,0,258,0,0,0,12,218,0,21,0,0,2023 Q2
398,2023,2,Sabon-Gari,6420,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,2023 Q2
399,2023,2,Giwa,4586,0,0,0,0,0,0,0,0,0,0,0,0,513,2,11,0,0,2023 Q2
400,2023,2,Kachia,4379,8147,0,0,295,0,683,0,171,0,0,208,0,466,0,12,0,0,2023 Q2
401,2023,2,Kubau,1049,10368,0,0,40,0,1105,0,0,5,0,317,0,158,0,0,0,0,2023 Q2
402,2023,2,Igabi,2880,0,0,0,0,0,0,0,0,0,0,0,0,263,1,1,0,0,2023 Q2
403,2023,2,Kauru,6443,0,0,0,0,0,0,0,0,0,0,0,0,560,0,10,0,0,2023 Q2
404,2023,2,Kaura,1120,5167,0,0,32,0,170,0,2,6,0,62,0,112,0,26,205,0,2023 Q2
405,2023,2,Ikara,2228,7377,0,0,32,0,113,0,1,32,0,66,12,140,0,10,2218,1,2023 Q2
406,2023,2,Kajuru,5563,0,0,0,0,0,0,0,0,0,0,0,0,274,0,11,0,0,2023 Q2
407,2023,2,Kagarko,2882,0,0,0,0,0,0,0,0,0,0,0,0,279,0,2,0,0,2023 Q2
408,2023,2,Jaba,1240,1987,0,0,0,0,0,0,0,0,0,1,0,106,0,4,0,0,2023 Q2
409,2023,2,Kaduna South,7535,2847,0,0,0,0,33,0,0,0,0,2,0,693,6,47,0,0,2023 Q2
410,2023,2,Kaduna North,11513,0,0,0,0,0,0,0,0,0,0,0,0,993,0,82,9373,0,2023 Q2
411,2023,2,Jema'a,3050,0,0,0,0,0,0,0,0,0,0,0,0,258,2,9,0,0,2023 Q2
412,2023,2,Kudan,1341,2894,0,1882,0,0,42,0,124,0,0,13,0,72,0,11,217,0,2023 Q2
413,2023,2,Zaria,7299,3512,0,2023,0,0,28,0,120,0,0,13,3,805,4,10,0,0,2023 Q2
